sid	analysis_id	barcode
ts2402	fb84c64c-5a4f-419b-b824-6b2cebc2fc03	TCGA-D1-A101-01A-12R-A10J-07
ts2403	4bea4df7-c97e-4bf3-8d01-5e2cceac4744	TCGA-E1-A7YO-01A-11R-A34F-07
ts2404	c201f270-136c-4cdd-ac47-b20a7ee5143d	TCGA-D3-A2JC-06A-11R-A18T-07
ts2405	00b22e1e-5ec3-4cea-a348-26507e529968	TCGA-43-6771-11A-01R-1820-07
ts2406	739c1825-f783-41b2-ad8e-6297b9bc9bc5	TCGA-58-A46N-01A-11R-A24H-07
ts2407	0dcf13d1-741f-441e-b4f1-cb7d003eea52	TCGA-OR-A5LE-01A-11R-A29S-07
ts2408	ca1693a4-b0e8-4927-867c-c739a5cbe0e1	TCGA-EJ-5525-01A-01R-1580-07
ts2409	68f5fb7a-3646-4f4a-9e70-58a6dac39a6f	TCGA-MT-A51X-01A-11R-A266-07
ts2410	b6cf5f1d-a96a-45f2-bd2f-a71b5c9cbca1	TCGA-A2-A0YK-01A-22R-A109-07
ts2411	5f75b933-0c52-44df-b8d8-e0b2ec02c89b	TCGA-69-7973-01A-11R-2187-07
ts2412	4fc50e25-b516-42db-8d88-5507d659da91	TCGA-HT-7611-01A-11R-2403-07
ts2413	9b9e9b38-847d-4fee-9d65-78c3aa0a93d4	TCGA-36-1574-01A-01R-1566-13
ts2414	28fb65b3-db30-4fd0-a883-dab8bd6bf639	TCGA-CQ-A4CD-01A-21R-A24Z-07
ts2415	5c5fd36e-55b1-41da-9924-fb0c3915580a	TCGA-GL-A4EM-01A-11R-A24Z-07
ts2416	3c91fc88-e835-41c8-b210-04dfdcbeaf28	TCGA-CK-4947-01B-11R-1653-07
ts2417	942840ac-644c-4822-9e0b-e16a1933ef6b	TCGA-61-1724-01A-01R-1568-13
ts2418	b6b0cab7-5795-42e4-ab39-507dbb800a99	TCGA-FR-A3YN-06A-11R-A239-07
ts2419	c17e5224-6bd1-4f66-bdf3-9ae954a2dc92	TCGA-94-8490-01A-11R-2326-07
ts2420	8f996edf-b0ec-4aa7-963d-a7f667dceaed	TCGA-ED-A7PX-01A-51R-A352-07
ts2421	f40b27ad-6c00-417f-915c-31a65c10f26e	TCGA-YU-A912-01A-11R-A431-07
ts2422	b18170a1-77bf-4e14-bbda-439757775523	TCGA-XM-A8RI-01A-12R-A42C-07
ts2423	d331420c-a31e-4be5-af67-b4ef5c5bdd9b	TCGA-EJ-7321-01A-31R-2263-07
ts2424	65bb8772-3f86-4049-af9a-9a339405ed55	TCGA-55-7914-01A-11R-2170-07
ts2425	71b1edcf-6cf1-46f9-9a83-ad81b19d2a21	TCGA-CF-A47X-01A-31R-A23W-07
ts2426	ee76b3b0-c6a8-4176-ae7a-7af338cc8ede	TCGA-WE-A8K5-06A-11R-A37K-07
ts2427	79e844cc-45be-4d56-ad61-9f3e59cf15b9	TCGA-B6-A0IK-01A-12R-A056-07
ts2428	8afe055d-1866-4323-b561-5888ec3581ea	TCGA-P3-A6T8-01A-11R-A34R-07
ts2429	3415a4e3-4065-4277-8fe8-2c24846f24a5	TCGA-49-6745-01A-11R-1858-07
ts2430	eac6dc32-74f2-42c7-8ee4-6b6a7321ad84	TCGA-30-1853-01A-02R-1567-13
ts2431	1f6098b7-5ada-45c5-ad72-b09a120b968c	TCGA-13-0905-01B-01R-1565-13
ts2432	ceab5b77-9cbf-4380-9d18-ff800b04e71d	TCGA-S9-A6WP-01A-12R-A34F-07
ts2433	e7d8e916-c297-4502-8e59-da3e32da3ee4	TCGA-FD-A3SP-01A-31R-A22U-07
ts2434	56034749-ed36-406e-82a3-db468b9e0b7e	TCGA-A2-A1G0-01A-11R-A13Q-07
ts2435	cbb96467-407b-4afb-b1ae-13b69dd4b1f8	TCGA-78-7536-01A-11R-2066-07
ts2436	14aa1e44-783a-4444-8834-c67350d4b412	TCGA-K1-A3PN-02A-11R-A22K-07
ts2437	037278c6-6fff-46e3-9967-d1b97bd68c43	TCGA-D3-A8GI-06A-11R-A37K-07
ts2438	db056cf0-1df7-4859-8d50-5cbb5301e0d9	TCGA-AA-A029-01A-01R-A00A-07
ts2439	d9e7107e-d9f4-4cfb-9093-40eef4148fa0	TCGA-BH-A0BP-01A-11R-A115-07
ts2440	6296a00a-b7ff-4276-bf1f-37a5ddd631a6	TCGA-FB-AAPY-01A-11R-A41B-07
ts2441	0b6565df-19a5-4f41-83e4-3e6ee3615357	TCGA-CH-5738-01A-11R-1580-07
ts2442	d3cefab2-aa60-4103-9ea8-f0cfe58829ae	TCGA-BP-4977-01A-01R-1334-07
ts2443	1a43e5aa-cc4c-45ac-aa38-b745ea237d67	TCGA-06-0750-01A-01R-1849-01
ts2444	02c25e33-e1c3-412f-829b-7bf1d2bf25ef	TCGA-QH-A65Z-01A-11R-A29R-07
ts2445	815987ab-aa83-4158-99d1-81ca5d4f464d	TCGA-VD-A8KE-01A-11R-A405-07
ts2446	47b01b37-b2b3-402d-a52f-2d7420db16a9	TCGA-A8-A0A9-01A-11R-A00Z-07
ts2447	0f1e80db-5d42-4ec1-82ba-24bc4361e05d	TCGA-BR-7723-01A-11R-2055-13
ts2448	2c49b2b2-1684-490e-9a9e-cbde2b8a1dcd	TCGA-FF-A7CW-01A-11R-A38C-07
ts2449	4564f76b-389a-4fdd-8978-294a21f3ba04	TCGA-RT-A6Y9-01A-12R-A35K-07
ts2450	e18146e8-a229-409e-925a-513070ca6699	TCGA-F2-A44H-01A-11R-A26U-07
ts2451	4ed10225-6703-4ec5-82ac-de68270fef3a	TCGA-BP-5194-01A-02R-1426-07
ts2452	30fcd3af-89aa-4d89-b08a-ba8e02e56777	TCGA-DO-A1JZ-11A-11R-A13Y-07
ts2453	09c94870-7d53-4074-884d-d6d37ed9abec	TCGA-EI-6882-01A-11R-1928-07
ts2454	17e02afd-98dc-4803-8b3e-5524eee48407	TCGA-EM-A3O7-01A-11R-A220-07
ts2455	b4ae3628-2172-4623-a03f-9c09436cea87	TCGA-G7-A8LE-01A-11R-A36F-07
ts2456	1d2fe021-d29b-4fc2-8c9d-0201db18fa59	TCGA-OR-A5LS-01A-11R-A29S-07
ts2457	a0af1211-4e24-43b2-8bf7-8ce0a38172b7	TCGA-CV-7235-01A-11R-2016-07
ts2458	c5ec3526-a989-4b20-8eb0-82172ab8979c	TCGA-B6-A0RN-01A-12R-A084-07
ts2459	4e923204-c875-4150-b07f-77e80a920b9d	TCGA-55-A4DF-01A-11R-A24H-07
ts2460	e6978c3b-e6dc-4cd2-bb8a-ea6ff6227cb7	TCGA-CV-7178-11A-01R-2016-07
ts2461	9af6ff5c-fc37-4bf8-be98-af08fd41f8c9	TCGA-LK-A4O0-01A-11R-A34F-07
ts2462	5fda589c-968a-4581-876f-b986c996bf69	TCGA-29-1697-01A-01R-1567-13
ts2463	619549ea-d119-4aa8-aa99-bbc8caf41fbe	TCGA-CV-6962-01A-11R-1915-07
ts2464	8025415f-1206-4a17-9fe8-35d11dabc3ea	TCGA-A3-3383-01A-02R-1325-07
ts2465	4c781747-daaa-4860-bb8b-34ead081db16	TCGA-Q1-A5R3-01A-11R-A28H-07
ts2466	6c082dfc-c73d-4b41-9573-e3dc74d52f05	TCGA-34-7107-01A-11R-1949-07
ts2467	62f878a1-c8e7-4b4a-bfe1-1f313034f688	TCGA-DE-A69J-01A-21R-A39I-07
ts2468	a1fa96bb-dd0e-4d8d-8305-f7f8c342470c	TCGA-FS-A4FD-06A-11R-A266-07
ts2469	ed9b2427-5e57-443e-bdab-64a66d073d5d	TCGA-EE-A2MJ-06A-11R-A18S-07
ts2470	d5a18b3d-0b6d-47ff-937a-07c616a15be0	TCGA-TS-A7OZ-01A-21R-A40A-07
ts2471	115c766d-277c-41da-b9fc-8fefd96028b9	TCGA-DJ-A2PX-01A-11R-A18C-07
ts2472	849abd8f-9502-4eab-9444-7e7e95ef80cd	TCGA-49-6745-11A-01R-1858-07
ts2473	c91289a6-9e18-4587-84e8-2f4b631a8cce	TCGA-23-1021-01B-01R-1564-13
ts2474	097d718b-0570-45ba-9c99-720cd1ea8959	TCGA-S9-A6WO-01A-21R-A34F-07
ts2475	1b000b10-0b4c-4b56-bfb6-950889775865	TCGA-A7-A0DC-01A-11R-A00Z-07
ts2476	5748a77b-0ea0-487b-982f-ccc2f8bab563	TCGA-A7-A0DC-01A-11R-A00Z-07
ts2477	98a04bbb-0a89-4809-ad5b-9289a0cdf517	TCGA-A7-A0DC-01A-11R-A00Z-07
ts2478	5c87cd8b-c59b-4569-a915-d98294a0b36a	TCGA-CJ-4905-01A-02R-1426-07
ts2479	80422919-ef35-4e8b-9699-9a633b6c95ff	TCGA-A2-A0T4-01A-31R-A084-07
ts2480	d9a9cabe-8390-447a-8480-33b687f2519a	TCGA-SB-A6J6-01A-11R-A431-07
ts2481	ae36c04b-45c0-4c5a-bdcf-dfdf857fc968	TCGA-XJ-A9DK-01A-11R-A37L-07
ts2482	7c1f17b9-2944-4685-ab98-14e7dd3fc98e	TCGA-F5-6861-01A-11R-1928-07
ts2483	92de85de-2e9b-41ae-89ec-4fd598aafe81	TCGA-AB-2861-03A-01T-0736-13
ts2484	6a87ed37-6e36-4078-9018-989b138428e6	TCGA-BS-A0TG-01A-32R-A16W-07
ts2485	94f79cc1-28f0-4fca-a56c-e98b406598c0	TCGA-GS-A9TZ-01A-11R-A39D-07
ts2486	2871fa34-14dc-4d13-a3b2-0bd52f27cb4f	TCGA-FF-A7CX-01A-12R-A38C-07
ts2487	9a8c2e85-99a3-4efb-bf9b-906bba67ddb1	TCGA-BR-6707-01A-11R-1884-13
ts2488	1bec7e6b-d257-4b0d-9514-31e97c0f1f22	TCGA-DQ-7590-01A-11R-2232-07
ts2489	ec334293-c065-4d39-b3a5-963ec6d29616	TCGA-EA-A3QE-01A-21R-A21T-07
ts2490	8eb9fc5f-508a-4eb8-a254-71f471263914	TCGA-AA-3939-01A-01R-1022-07
ts2491	86b6a3f0-c583-43d3-8b0b-7bac4ed6a640	TCGA-EJ-5494-01A-01R-1580-07
ts2492	df8538e3-e42f-49c1-800d-17f9e6dccae9	TCGA-77-7138-11A-01R-2045-07
ts2493	13a9acf1-525d-46a7-993a-dc63a03d3c1c	TCGA-5T-A9QA-01A-11R-A41B-07
ts2494	1ba245b3-0de8-4d74-94e6-323872e30bd0	TCGA-DJ-A3UM-01A-11R-A22L-07
ts2495	18fb99eb-11a5-481e-bd5a-49f2bcf4da30	TCGA-75-5146-01A-01R-1628-07
ts2496	c6e2e311-3b0d-452b-8e8f-3d37a5b3c9fc	TCGA-DD-AACX-01A-11R-A41C-07
ts2497	03bbd05c-c83d-450b-8d5e-262a22f54199	TCGA-V5-A7RC-01B-11R-A406-31
ts2498	6b3c58af-b27f-45e7-9097-3a004ee9a0be	TCGA-KO-8410-01A-11R-2315-07
ts2499	ec14abc5-3f04-4c60-a032-3b51cd141398	TCGA-E1-A7YV-01A-11R-A34R-07
ts2500	bd67ffbb-3c27-422a-aaf9-aa3cb255cb4d	TCGA-44-7669-01A-21R-2066-07
ts2501	9b7381b2-a074-4339-bdbd-15ec61225881	TCGA-AX-A3FX-01A-11R-A22K-07
ts2502	58625357-a105-4552-a484-b43b379b5561	TCGA-C5-A1BF-01B-11R-A13Y-07
ts2503	34d4c62f-4dd2-402e-988c-6f28e4e77cc0	TCGA-CX-7082-01A-11R-2016-07
ts2504	7fbfd10f-ad18-4c34-a7ee-b9dbbe57f7e8	TCGA-FE-A235-01A-11R-A16R-07
ts2505	410312cc-3c81-4690-a806-415fe6a41e10	TCGA-CJ-6032-01A-11R-1672-07
ts2506	7239d458-dba6-4d27-a325-bd5a8a750ecb	TCGA-77-A5GA-01A-11R-A27Q-07
ts2507	3d982dd3-83e5-4ac0-913c-6377b884cf91	TCGA-DA-A1I5-06A-11R-A18T-07
ts2508	65ac4127-50f3-4bd6-ba8a-2491a79c5a13	TCGA-ER-A193-06A-12R-A18S-07
ts2509	5ad5eed1-cee6-4312-8cf6-9f693b946b27	TCGA-P5-A5EZ-01A-11R-A27Q-07
ts2510	6898dfd7-43b6-4411-8e0a-87c1a5c5b045	TCGA-86-8279-01A-11R-2287-07
ts2511	b0f7b8b5-e313-4476-b2f9-44fcaf9c2fb2	TCGA-13-0890-01A-01R-1564-13
ts2512	7e1f19dc-4bb4-4cdc-9e9f-9789b0f53a8e	TCGA-CN-5367-01A-01R-1436-07
ts2513	dc87aa59-df9d-4e11-a1d4-20bfa31a2121	TCGA-2Y-A9H1-01A-11R-A38B-07
ts2514	edfd1649-13ec-4174-8b2e-baa964ddb229	TCGA-LN-A49O-01A-11R-A24K-31
ts2515	651a402a-6d4e-4c19-9d1f-a7685e8d4d80	TCGA-60-2709-11A-01R-1820-07
ts2516	c0655f95-468f-4e63-bfad-2c0e97f7dc72	TCGA-AB-2978-03A-01T-0734-13
ts2517	1f3e8a8e-40f8-4d8d-b869-167a57c550b1	TCGA-44-5645-01A-01R-A278-07
ts2518	dc0d1ec8-66d8-4412-9b93-801350e26de8	TCGA-44-5645-01A-01R-1628-07
ts2519	53423b00-d69d-4910-a4e4-c9ddf37e5e36	TCGA-AZ-4684-01A-01R-1410-07
ts2520	ec0d9abd-70fb-4db2-b95d-140ffee980c3	TCGA-AZ-4684-01A-01R-1410-07
ts2521	38ba3a3f-ada8-43d3-8b6d-ceb7f305279a	TCGA-A4-8312-01A-11R-2404-07
ts2522	674a5111-7fda-49be-939a-5474ab57c18a	TCGA-EI-6917-01A-11R-1928-07
ts2523	82e2a63f-d9d0-474e-a3f3-038375f931ed	TCGA-JY-A938-01A-11R-A37I-31
ts2524	efcd09c5-ba7c-46b9-8786-c76733d4c6cf	TCGA-D1-A17B-01A-22R-A12I-07
ts2525	f969251e-4b79-40f7-b2c2-df2bd0b599e5	TCGA-AA-3852-01A-01R-0905-07
ts2526	536745bd-0402-439d-979d-324e075917f9	TCGA-MN-A4N4-01A-12R-A24X-07
ts2527	a3ddab63-de78-4ada-8cc7-3c85c650041b	TCGA-BR-A4IY-01A-11R-A251-31
ts2528	c17883cd-64dd-4434-908a-8cc9e759ab4d	TCGA-M7-A71Z-01A-12R-A32O-07
ts2529	4a102e8a-9907-4c21-94b5-d63fa091f0e0	TCGA-B0-4714-01A-01R-1277-07
ts2530	c718dfe0-be49-411e-a4d7-c7cc3f063177	TCGA-BG-A18C-01A-11R-A12I-07
ts2531	0675d290-0bd7-4114-9fd5-924cfa82fc27	TCGA-CG-4476-01A-01R-1157-13
ts2532	7ac26e86-b16d-4348-bb85-4c182b32ebf8	TCGA-HU-8602-01A-11R-2402-13
ts2533	a91d11ee-0f81-45cd-bd8a-0a9c6b0b238b	TCGA-D9-A3Z1-06A-11R-A239-07
ts2534	8d1e52d8-ec67-4c6e-b003-d9298ed30ba3	TCGA-B0-5110-01A-01R-1420-07
ts2535	f00f3512-7a98-4f2e-8a20-12f547fa3d65	TCGA-E8-A432-01A-11R-A23N-07
ts2536	f9c89425-8a35-4082-b206-78c968e17b74	TCGA-FV-A3I1-11A-11R-A22L-07
ts2537	35bc227a-7c6b-40c2-bdee-19fa54bc7208	TCGA-XE-AAO4-01A-11R-A431-07
ts2538	26397d20-2a82-46ad-b9d1-2755ca92f3d3	TCGA-B3-4103-01A-02R-1351-07
ts2539	3d108af1-795c-4158-8fb7-2917c936abf3	TCGA-D3-A51J-06A-11R-A266-07
ts2540	3b39e76e-2469-4a86-8a84-bc869b98b14b	TCGA-YL-A8HK-01A-11R-A36G-07
ts2541	2c405115-2cf8-4612-a6ff-4a21b55fa5e0	TCGA-TS-A7PB-01A-11R-A34F-07
ts2542	6a533927-b8df-43e4-bcd1-afc26278f09e	TCGA-LB-A9Q5-01A-11R-A39D-07
ts2543	32911f44-d9f3-4e72-8f60-a9ab31b51ed4	TCGA-VS-A8QA-01A-11R-A37O-07
ts2544	f0118de9-5679-47dc-a5f8-794bd5544472	TCGA-D5-6535-01A-11R-1723-07
ts2545	f6803116-9bdd-4228-9b01-2c6c3595e2ee	TCGA-N8-A4PO-01A-11R-A28V-07
ts2546	eb99d47a-fdbc-439d-9f1f-1e9c840f6226	TCGA-P3-A6T7-01A-11R-A34R-07
ts2547	73626f31-d460-41ba-a847-d3f37ab015d8	TCGA-06-0211-01B-01R-1849-01
ts2548	49588edb-7349-4dbb-81ed-d6d8c8dec052	TCGA-BT-A42C-01A-11R-A23N-07
ts2549	4487cc17-0a93-4994-8387-c5bc5ad68f39	TCGA-ED-A8O5-01A-11R-A36F-07
ts2550	547ba46a-d044-465c-a988-55844b6447c3	TCGA-DD-A4NG-01A-11R-A27V-07
ts2551	b25a2da0-18fc-463d-8e54-b31580f853a3	TCGA-KO-8415-11A-01R-2315-07
ts2552	ec1e598e-a879-4d79-b25a-3bfeab2b5c91	TCGA-DX-A3LS-01A-11R-A21T-07
ts2553	d9ed8773-cae3-4ea7-9264-8842770c74bc	TCGA-CH-5740-01A-11R-1580-07
ts2554	2ffa39f4-7a36-4dc6-979d-f0ab840b60fd	TCGA-KO-8415-01A-11R-2315-07
ts2555	5925c309-38ac-4b7c-8e79-1bb31f45748a	TCGA-QH-A6X9-01A-12R-A32Q-07
ts2556	d6af7bdb-52a9-4b8f-9af2-5ada584bc71d	TCGA-B8-5549-01A-01R-1541-07
ts2557	2cdc9349-21b4-43c7-9ed9-f8777cf2e461	TCGA-EY-A210-01A-11R-A157-07
ts2558	bcc66fd3-a484-43d8-b65f-c4e649e8ac32	TCGA-DD-AAD0-01A-11R-A41C-07
ts2559	0d13688b-c61d-43d9-94ef-12b82dd7ef24	TCGA-OY-A56P-01A-12R-A406-31
ts2560	3b6f355d-91d7-4e66-ab62-607ea6c5165f	TCGA-IG-A51D-01A-11R-A36D-31
ts2561	a9d80e09-37c1-4778-9118-196a2667465e	TCGA-EA-A439-01A-11R-A24H-07
ts2562	0eb49755-9e5d-4746-9a0e-bb8724831732	TCGA-60-2703-01A-11R-2045-07
ts2563	61022b51-35a1-4487-b3e3-462f6b48222c	TCGA-P4-A5E8-01A-11R-A28H-07
ts2564	5aa96460-cd73-422a-8ec4-250a7ef40dd0	TCGA-A4-7286-01A-11R-A32Z-07
ts2565	799fd5dd-c893-4f89-ad2f-10965b4620c4	TCGA-06-5417-01A-01R-1849-01
ts2566	887b3ca5-8c51-4487-a99a-6034b937ba99	TCGA-24-1469-01A-01R-1566-13
ts2567	e9184913-b7bf-43ca-a62c-78215648c021	TCGA-24-2036-01A-01R-1568-13
ts2568	a1b36587-7a5c-4b25-a98c-dff8c0fa260a	TCGA-QR-A6GR-01A-11R-A35K-07
ts2569	facce3bc-1436-4980-9c27-429c3bb2902e	TCGA-CN-5364-01A-01R-1436-07
ts2570	c86ba574-090e-4e93-8b12-6c8c63f7c230	TCGA-YC-A8S6-01A-31R-A38B-07
ts2571	5a4959b0-70ff-458e-b650-7edf192a3f7d	TCGA-BH-A0HY-01A-11R-A056-07
ts2572	497f33a1-3121-4026-8b5e-503039392caf	TCGA-A3-3317-01A-02R-1325-07
ts2573	2eb232f1-6cf6-42ec-a6c9-447e8538949f	TCGA-AN-A0XW-01A-11R-A109-07
ts2574	28b43c0f-510a-4498-b4b1-fcb644dca8ed	TCGA-BF-A5ER-01A-12R-A27Q-07
ts2575	3f3ac8a8-42dd-477c-a8c3-3c66cdee0933	TCGA-CN-A498-01A-11R-A24H-07
ts2576	1a9aca14-7146-482d-bf51-f93646936d2c	TCGA-55-6972-01A-11R-1949-07
ts2577	d348381c-f2b4-4ecb-9346-109a052976fa	TCGA-E5-A4TZ-01A-11R-A31N-07
ts2578	77e31d23-9a91-417c-9fae-be2ec67b8546	TCGA-GK-A6C7-01A-11R-A33J-07
ts2579	2cbbdbf2-a604-420e-bf25-6d04dc937ac5	TCGA-VR-A8EZ-01A-11R-A36D-31
ts2580	2cb964b1-6112-4cba-bb7f-2c022d997d8e	TCGA-A7-A56D-01A-11R-A27Q-07
ts2581	dd196884-9734-4d89-a6c2-d29d97fe844b	TCGA-AX-A06F-01A-11R-A00V-07
ts2582	1338f5b3-a219-4303-880d-c52c57a2f25a	TCGA-13-0923-01A-01R-1564-13
ts2583	16820f8e-00c0-4f82-bf5e-bd97e825577d	TCGA-CC-A3MC-01A-11R-A22L-07
ts2584	394a343c-69c2-4df7-b552-3fe85514250c	TCGA-B6-A3ZX-01A-11R-A239-07
ts2585	54719aff-44f8-456c-bb46-869f982bb65b	TCGA-AA-3861-01A-01R-1022-07
ts2586	313a4ed8-bc59-4ba6-ab13-f35ee83f8e2f	TCGA-BJ-A28X-01A-11R-A22L-07
ts2587	b434e7e1-36e3-4cb3-abc0-efd5134bd5c1	TCGA-EM-A2OZ-01A-11R-A206-07
ts2588	dca38838-0358-4d0d-9f2b-e15701b57d95	TCGA-SU-A7E7-01A-22R-A33R-07
ts2589	da9caf3b-b363-437e-b47f-fdca891ddf3e	TCGA-VQ-AA64-01A-11R-A414-31
ts2590	9c84d481-5e96-417b-a202-6c2ac01567bf	TCGA-S9-A6U1-01A-21R-A33Z-07
ts2591	5ac51c47-e34a-41cf-aed0-384418d9cd24	TCGA-YD-A9TB-06A-12R-A40A-07
ts2592	7cf86f05-a7e8-498f-a2c5-8ff6c27a22f6	TCGA-HW-7491-01A-11R-2027-07
ts2593	202d00ae-e8b5-4ac0-a1c6-01fde29661fc	TCGA-33-A4WN-01A-11R-A262-07
ts2594	6df36198-dec6-4b86-aa92-7d8530287bb5	TCGA-13-0726-01A-01R-1564-13
ts2595	e0bd4e1e-4e25-466d-b4a3-c05a235ee342	TCGA-3G-AB14-01A-11R-A42C-07
ts2596	65d5b99c-4285-4acf-af36-e32cdd561839	TCGA-A8-A0AD-01A-11R-A056-07
ts2597	0252f6ad-af28-4e2c-8fc8-cce7d4e3bcfd	TCGA-DJ-A2QC-01A-11R-A18C-07
ts2598	b23c8dab-272e-4b47-901d-caf42da606b4	TCGA-EJ-A6RA-01A-11R-A33R-07
ts2599	421ca0df-f55b-42a6-b77f-86a81c6b2462	TCGA-E9-A295-01A-11R-A16F-07
ts2600	71ddb48b-df17-45ec-9c81-d95047855891	TCGA-CJ-4902-01A-01R-1426-07
ts2601	e234831f-5c01-484c-b7e3-a4e0fb4d638c	TCGA-DX-A7ES-01A-31R-A39D-07
ts2602	eaf504f6-e4d7-429b-b17c-d1a2aa3ad933	TCGA-L5-A8NG-01A-11R-A37I-31
ts2603	1bd67307-b19a-45d8-a306-6ea82f07d3b6	TCGA-PJ-A5Z8-01A-11R-A28H-07
ts2604	e9593047-54d5-427f-a757-43ff3f62adf0	TCGA-75-5126-01A-01R-1755-07
ts2605	df1905e2-a575-47bd-af18-f7cfaf4d8ece	TCGA-P5-A5F2-01A-11R-A28M-07
ts2606	5a44abe8-d518-435e-a3b4-ed391c0a1077	TCGA-AJ-A3EJ-01A-11R-A19W-07
ts2607	07a5c2eb-dcc7-49b3-b094-22370011421d	TCGA-AA-3851-01A-01R-1022-07
ts2608	4b09e15a-6393-4cad-8d8b-c153d416019a	TCGA-A5-AB3J-01A-11R-A40A-07
ts2609	a9564b3d-2c69-4e96-af62-40f1aa9efc08	TCGA-MZ-A6I9-01A-11R-A31N-07
ts2610	4b5c33fd-6930-4215-b39c-31eefcc8e116	TCGA-CV-7101-01A-11R-2016-07
ts2611	fb9c4254-acd8-4e37-8f2b-cedc87eff9bb	TCGA-33-4589-01A-01R-1443-07
ts2612	9767b020-0d98-4623-946b-c103ecb37554	TCGA-CV-A6K0-01B-21R-A31N-07
ts2613	563eafa7-834f-4848-8038-ccb04601c199	TCGA-DV-5565-01A-01R-1541-07
ts2614	7adcda07-6287-470e-9cd8-1eff3952cae6	TCGA-77-8144-01A-11R-2247-07
ts2615	3b4be095-1d76-49de-8357-f932ba5d55bb	TCGA-A3-A8OV-01A-11R-A37O-07
ts2616	b26bf119-afc7-408a-ba76-42093919386f	TCGA-EL-A3ZQ-01A-11R-A23N-07
ts2617	82524fb2-40e1-4324-b7ce-9a0a99cbda99	TCGA-DQ-5624-01A-01R-1873-07
ts2618	2fa97376-5d29-40e6-93ec-af33935deef0	TCGA-C5-A7X5-01A-11R-A36F-07
ts2619	1d494641-377a-4e2f-805f-40090636d6e8	TCGA-BR-4369-01A-01R-1157-13
ts2620	35817d57-216f-4ff3-b524-15b692179932	TCGA-FG-A6J3-01A-11R-A31N-07
ts2621	5e61aeff-733f-44e8-94be-2e493a8200b2	TCGA-DX-A3LU-01A-11R-A21T-07
ts2622	05fbe454-8a5e-431a-a79a-5c9bede0d8d7	TCGA-EL-A3GZ-11A-11R-A20F-07
ts2623	378f652c-4454-4bbc-83dd-3d4da9bf0c69	TCGA-W5-AA2W-01A-11R-A41I-07
ts2624	22887b96-2af1-47e2-abee-c234bc3782cf	TCGA-CV-7406-01A-11R-2081-07
ts2625	4851b64d-c17b-43ea-a4ab-f833e5840d94	TCGA-FF-A7CR-01A-11R-A38C-07
ts2626	1ba41b90-9257-4fac-99a1-083d9ab27024	TCGA-CD-A4MI-01A-21R-A251-31
ts2627	58299967-2adc-48e1-afd6-aec6bc59d3a5	TCGA-DX-A6BH-01A-12R-A30C-07
ts2628	b8cb7f9a-736e-4108-9098-cdde6adbcd7e	TCGA-AB-2930-03A-01T-0740-13
ts2629	6464bf44-40b4-4466-93ec-22c5c889e770	TCGA-IZ-A6M9-01A-11R-A31O-07
ts2630	ac3f8f9e-6151-4ff0-8441-9869169b8b78	TCGA-ET-A3DP-01A-11R-A21D-07
ts2631	e42761d6-000d-45bb-97e6-f2b647764682	TCGA-06-0125-01A-01R-1849-01
ts2632	fca88e55-a0a9-4290-87d2-060e0e4a17a6	TCGA-VQ-A8E3-01A-11R-A39E-31
ts2633	42759c52-9e17-4d39-8629-e375d37897b9	TCGA-VF-A8A9-01A-11R-A431-07
ts2634	7f0e3733-4a73-446b-8a02-3a0dba75e347	TCGA-A4-7732-01A-11R-2139-07
ts2635	2cec92cb-1c5e-45d5-92ed-5b9cba4dbeee	TCGA-E2-A15K-01A-11R-A12P-07
ts2636	52c6214e-dc43-4410-b150-243a1647e505	TCGA-UF-A71B-01A-12R-A34R-07
ts2637	7dde68a4-d39d-4011-bcdb-19beec414ea6	TCGA-BR-8297-01A-12R-2343-13
ts2638	6f4196f7-d939-4736-8329-542122e47fcd	TCGA-OR-A5LN-01A-11R-A29S-07
ts2639	95613cb2-5aa8-4c4d-ac8f-59cc88ae6108	TCGA-DD-AAD5-01A-11R-A41C-07
ts2640	0fb20967-0b8d-45cd-889a-16237263c0f6	TCGA-G2-A2EO-01A-11R-A180-07
ts2641	1e0a9d5e-a778-4e81-85de-fbcb09ee7cb3	TCGA-DD-AA3A-01A-11R-A37K-07
ts2642	d3a173e2-d5d1-468d-a894-13ca0b9014ad	TCGA-ER-A2NH-06A-11R-A18S-07
ts2643	33593587-5546-427e-8e07-2ee854611681	TCGA-77-7463-01A-11R-2045-07
ts2644	9ff8061b-b21b-479c-b182-99af005241d2	TCGA-WE-A8K4-01A-12R-A37K-07
ts2645	c4cf9505-d150-4bb7-a34d-b7f570aa688c	TCGA-ET-A39T-01A-11R-A19O-07
ts2646	04bf72f9-45b3-4600-a879-a50418f545bd	TCGA-44-3918-01B-02R-A277-07
ts2647	e8d62bce-7bfd-4673-b8f6-813fb9ac1570	TCGA-AK-3465-01A-02R-1325-07
ts2648	29612ee7-ab56-4e03-abb8-c0991b8cdeec	TCGA-CS-5397-01A-01R-1896-07
ts2649	7ea57be7-f6d9-4785-8117-96f18f000b9a	TCGA-CC-A9FW-01A-11R-A37K-07
ts2650	89268a97-a3b4-4d46-bc0b-5e7e879ebe77	TCGA-EE-A3JA-06A-11R-A20F-07
ts2651	af6994ad-0502-4eee-82b1-4c54ed002829	TCGA-24-2023-01A-01R-1567-13
